index,alcoholName,normalizedName,foodPairing,sweetness,sourness,freshness,body,degree,alcoholType,keywords,volume,priceValue,ingredients,description,imageUrl
140,독수리 막걸리,독수리막걸리,탄산이 없는 부드러운 맛이기 때문에 매콤한 떡볶이나 볶음요리에도 잘 어울린다.,4,4,2,3,6,탁주,,750ml,3300,"국내산쌀, 백국, 황국, 정제수 효모",각 지역 소상공인의 스스로의 경쟁력을 키우고 성장할수 있도록 한화의 노하우로 상품을 발굴하고 리브랜딩하는 프로젝트로 대전지역의 신탄진주조가 한화와 협력하여 만든 독수리막걸리다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743419-%EB%8F%85%EC%88%98%EB%A6%AC%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg
141,동강더덕주,동강더덕주,더덕양념구이와 함께 하면 더욱 좋다.,0,0,0,0,20,리큐르,,360ml,3500,"더덕, 대추구기자, 감초, 원지","동강더덕주'는 천혜의 지역 강원도에서 채취한 더덕을 원료로 사용하고 몸에 좋은 대추, 오미자, 감초 등 부재료를 넣어 100일간 빚은 강원도 영월 지역특산주이다. 더덕 한뿌리가 통째로 병에 담겨 있고 은은한 갈색빛을 띄고 있어 보기만해도 건강해질듯한 술이다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595301-%EB%8F%99%EA%B0%95%EB%8D%94%EB%8D%95%EC%A3%BC_main.jpg
142,동구래,동구래,"동구래의 은은한 산미와 감칠맛은 해산물 요리와 어울리고, 동구래의 드라이한 맛은 기름진 풍미의 구이요리와 어울린다.",4,4,2,2,15,약주,,500ml,19000,"정제수, 쌀(화천군), 누룩(국내산), 효모(토종)",동구래가 만들어지는 양조장 인근엔 토종야생화가 핀 동구래 마을이 있다. '동구래'는 동그란의 어원에서 유래되었으며 씨앗과 꽃의 동그란 모양을 상징하는 이름이다. 이 마을을 닮은 술인 동구래 약주는 야생화 마을의 향기와 북한강의 맑은 물로 빚었다. 꽃이 들어가지는 않았지만 꽃향기가 묻어나는 술이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743408-%EB%8F%99%EA%B5%AC%EB%9E%98_main.png
143,동몽,동몽,두부전골과 잘 어울린다.,2,3,1,3,17,약주,,500ml,30000,"홍천 쌀, 정제수, 단호박, 국(밀 누룩)","동몽(同夢) 이라는 술은 말 그대로 같은 꿈, 즉 하나가 되는 것을 의미하는데 사람과 사람의 관계에서 소통을 이끌고 하나되어 연결하는 술의 특성을 살펴 만들어진 이름이다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551584-%EB%8F%99%EB%AA%BD_main.jpg
144,동정춘,동정춘,갈비찜 등 단맛이 약간 있는 음식들과 잘 어울린다.,4,3,2,3,8,탁주,"고문헌, 무감미료",500ml,18000,"쌀, 누국, 정제수","동정춘'은 옛 문헌에서 명주로 불린 술로 술을 빚을 때 거의 물이 들어가지 않아 술을 빚기가 여간 어려운 술이다. 발효과정에서 얻어지는 술의 양이 매우 적어서 그 만큼 값비싼 술이다. 동정춘에 대한 기록은 《조선무쌍신식요리제법, 1924》과 《임원십육지, 1827년경》에서 찾을 수 있다. 인공첨가물이 들어가지 않은 자연 발효에 의한 향과 맛이 아주 좋아 고급방향주로 취급되는 술이다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681221-%EB%8F%99%EC%A0%95%EC%B6%98_main.jpg
145,동학 1957 375ml,동학1957375ml,세심한 매칭보다는 부담 없이 어울리는 스타일로 한정식 등과 함께 즐기면 이 술을 충분히 즐길 수 있다.,3,3,2,3,13,청주,"선물, 혼술, 홈술",375ml,3500,"쌀(국내산), 구연산, 효모, 젖산, 정제효소제, 국, 주정, 정제수",동학1957'은 물맑은 충주에 자리잡은 고헌정영농조합법인에서 만든 청주이다. 2014년부터 호주 등 해외로 수출하고 있으며 2018년에는 평창 동계올림픽 공식 판매주로 선정되어 세계인의 입맛을 사로잡았다. 품질 좋은 국내산 쌀로 빚어 저온 냉동여과하여 숙성한 제품으로 쌀의 풍미가 한층 살아 있는 술이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040733-%EB%8F%99%ED%95%99+1957_main.png
146,동학 1957 700ml,동학1957700ml,세심한 매칭보다는 부담 없이 어울리는 스타일로 한정식 등과 함께 즐기면 이 술을 충분히 즐길 수 있다.,3,3,2,3,13,청주,"선물, 혼술, 홈술",700ml,7200,"쌀(국내산), 구연산, 효모, 젖산, 정제효소제, 국, 주정, 정제수",동학1957'은 물맑은 충주에 자리잡은 고헌정영농조합법인에서 만든 청주이다. 2014년부터 호주 등 해외로 수출하고 있으며 2018년에는 평창 동계올림픽 공식 판매주로 선정되어 세계인의 입맛을 사로잡았다. 품질 좋은 국내산 쌀로 빚어 저온 냉동여과하여 숙성한 제품으로 쌀의 풍미가 한층 살아 있는 술이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040733-%EB%8F%99%ED%95%99+1957_main.png
147,동해 동동주,동해동동주,문어 숙회와 잘 어울린다.,2,1,3,2,6,탁주,무감미료,750ml,15000,"쌀(국내산, 외국산), 물엿, 효모, 조제종국, 정제효소제, 아스파탐, 젖산",동해 동동주'는 1992년에 출시한 제조사 동해명주의 스테디셀러 막걸리이다. 양곡관리법 규제가 풀리면서 기존의 밀로 빚는 막걸리를 쌀로도 빚을 수 있게 되어 전통 쌀막걸리의 명맥을 잇고자 포항에서는 최초로 개발하여 출시한 제품이다. 제품 출시 후 쌀막걸리 특유의 맑고 목 넘김이 좋은 막걸리로 인해 소비자들에게 큰 호응을 얻었으며 동해명주의 대표 술을 자리매김하였다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804504-%EB%8F%99%ED%95%B4%20%EB%8F%99%EB%8F%99%EC%A3%BC_main.jpg
148,두두물물 약주,두두물물약주,깔끔한 맛을 지녔기 때문에 생선회와도 잘 어울린다.,4,4,3,3,15,약주,,375ml,24000,,"두두물물 약주는 정통 전통주를 지향하는 수블가의 제품이다. 본 제품은 전통적인 양주 방식을 그대로 따라 제조되었으며 쌀, 물, 누룩 외에는 일체의 첨가물을 넣지 않았다. 두두물물 약주는 2023년 우리술 품평회 약주 부문 대상을 받았다. 두두물물 약주는 우리의 전통을 지키며 현대인의 입맛에 잘 맞춘 좋은 제품이다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743360-%EB%91%90%EB%91%90%EB%AC%BC%EB%AC%BC%20%EC%95%BD%EC%A3%BC_main.png
149,두레앙 22,두레앙22,매운 김치찜이나 양념이 강한 음식과 잘 어울린다.,0,0,0,0,22,일반 증류주,과일류,375ml,5000,거봉포도원액,"두레앙 와인은 와인의 떫은맛을 내는 타닌 성분이 강하지 않고, 프랑스의 유명 와인인 보졸레 누보와의 소비자 비교 시음회에서 맛은 물론 가격에서도 월등하다는 평을 받은 우수한 와인이다. 천안 입장 지역의 거봉 포도는 알이 굵고 단맛이 높아 남녀노소 누구나 좋아하는 명품 포도로 자리매김하고 있다. 바로 이 거봉 포도를 주원료로 생산된 와인을 증류, 숙성, 여과 과정을 거쳐 생산된 것이 두레앙 증류주이다. 두레앙 증류주는 증류 과정에서 두통을 유발하는 초류와 후류를 제거해 깔끔한 맛을 자랑한다. 특히 맛을 좋게 하기 위해 감압식 증류로 생산, 일반 농가에서 만들어 먹는 증류주에 비해 불 냄새가 없고 포도향이 강해 제대로 된 거봉 증류주의 풍미를 만끽할 수 있다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040774-%EB%91%90%EB%A0%88%EC%95%99%2022_main.jpg
150,두레앙 브랜디,두레앙브랜디,굴 요리와 잘 어울린다.,0,0,0,0,35,브랜디,,750ml,70000,거봉포도원액,"두레앙 와인은 와인이 떫은맛을 내는 타닌 성분이 강하지 않고, 프랑스의 유명 와인인 보졸레 누보와의 소비자 비교 시음회에서 맛은 물론 가격에서도 월등하다는 평을 받은 우수한 와인이다. 천안 입장 지역의 거봉 포도는 알이 굵고 단맛이 높아 남녀노소 누구나 좋아하는 명품 포도로 자리매김하고 있다. 바로 이 거봉 포도를 주원료로 생산된 와인을 증류, 숙성, 여과 후 오크통 숙성을 거쳐 생산된 것이 두레앙 브랜디이다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595262-%EB%91%90%EB%A0%88%EC%95%99%20%EB%B8%8C%EB%9E%9C%EB%94%94_main.JPG
151,두레앙 와인,두레앙와인,어떤 음식과도 잘 어울릴 수 있는 술이나 면요리와 특히 잘 어울린다.,2,2,1,4,12,과실주,가성비,750ml,15000,거봉포도원액,"입장 거봉 포도로 만든 두레앙 와인은 알코올 도수가 12도로 남녀노소 누구나 부담 없이 즐길 수 있고, 와인 특유의 감칠맛이 뛰어난 한국와인이다. 두레앙 와인은 떫은맛을 내는 탄닌 성분이 강하지 않고, 프랑스의 유명 와인인 보졸레 누보와의 소비자 비교 시음회에서 맛은 물론 가격에서도 월등하다는 평을 받은 우수한 와인이다. 천안 입장 지역의 거봉 포도는 알이 굵고 단맛이 높아 남녀노소 누구나 좋아하는 명품 포도로 자리매김하고 있다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595260-%EB%91%90%EB%A0%88%EC%95%99%20%EC%99%80%EC%9D%B8_main.JPG
152,두레앙 증류주,두레앙증류주,과일 샐러드 등과 잘 어울린다.,0,0,0,0,35,일반증류주,,750ml,35000,거봉포도원액,"두레앙 와인은 와인이 떫은맛을 내는 타닌 성분이 강하지 않고, 프랑스의 유명 와인인 보졸레 누보와의 소비자 비교 시음회에서 맛은 물론 가격에서도 월등하다는 평을 받은 우수한 와인이다. 천안 입장 지역의 거봉 포도는 알이 굵고 단맛이 높아 남녀노소 누구나 좋아하는 명품 포도로 자리매김하고 있다. 바로 이 거봉 포도를 주원료로 생산된 와인을 증류, 숙성, 여과거쳐 생산된 것이 두레앙 증류주이다. 두레앙 증류주는 증류 과정에서 두통을 유발하는 초류와 후류를 제거해 깔끔한 맛을 자랑한다. 특히 맛을 좋게 하기 위해 감압식 증류로 생산, 일반 농가에서 만들어 먹는 증류주에 비해 불 냄새가 없고 포도향이 강해 제대로 된 거봉 증류주의 풍미를 만끽할 수 있다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595261-%EB%91%90%EB%A0%88%EC%95%99%20%EC%A6%9D%EB%A5%98%EC%A3%BC_main.JPG
153,두레앙일반증류주,두레앙일반증류주,"와인을 넣어 졸인 코코뱅, 숯불에 구운 닭고기 소금 구이와 페어링이 좋다. 고도수에서 비롯되는 상쾌함은 육즙이 있는 고기요리와 잘 어울린다. 안심 스테이크, 월남쌈, 고추전, 달걀말이, 탕수육 등과 함께해도 좋다.",0,0,0,0,35,일반증류주,과일류,500ml,45000,"포도(국내산), 메타중아황산칼륨, 효모, 설탕, 정제수",천안지역에서 재배하는 포도를발효한 후 감압식 증류를 거쳐 만든 증류주다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743417-%EB%91%90%EB%A0%88%EC%95%99%EC%9D%BC%EB%B0%98%EC%A6%9D%EB%A5%98%EC%A3%BC_main.png
154,두리향,두리향,"알코올 도수가 43%나 되는 만큼, 얼음이나 소다와 같이 즐겨도 좋을 듯하며, 육전 및 갈비찜 등 진한 요리와도 잘 어울리는 맛이다.",0,0,0,0,43,증류식소주,고문헌,500ml,36000,"국내산 찹쌀, 누룩, 정제수","두리향'은 '석탄주'를 전통방식으로 증류한 술이다. '석탄주'는 애석할 석(惜)자 삼킬 탄(呑)으로서 옛 고서에서 술의 맛과 향이 우수하여 감히 삼키기가 아깝다라고 전해오고 있다. 임원십육지를 비롯해서 양주방, 음식방문, 조선무쌍신식요리제법 등 여러 고문에서 '석탄향'에 대한 기록을 찾을 수 있는 것으로 보아 당시에는 상당히 대중적인 술이었음을 알 수 있다. '석탄주'를 증류하여 전통 옹기에서 오랜 기간 숙성하여 깊은 맛과 풍부한 향이 특징이다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804486-%EB%91%90%EB%A6%AC%ED%96%A5_main.jpg
155,두유노,두유노,"피자 및 치킨, 그리고 떡볶이와 같이 기름지거나 강한 맛을 가진 음식에 추천한다.",2,3,3,3,6,탁주,,600ml,6000,"찹쌀(국내산), 멥살(국내산), 누룩, 밀가루","두유노'의 제조법 영감은 옛 우리 문헌에서 받았다. 옛날 문헌에 보면, 전통술을 만들면서 쌀, 누룩, 물 외에 밀가루를 넣는 경우가 있다. 밀가루를 넣는 것은 술에 시큼털털한 느낌을 주기 위해서다. 이것을 좀 현대적으로, 재미있게 표현해보고 싶어 빵의 천연발효종인 르뱅을 넣어 만든 신개념 막걸리다. 천연발효종을 넣었기 때문에 이탈리아 모스카토 포도품종에서 느끼는 가볍고, 탄산도 살짝 있는 산미가 있다. 전체적으로 단맛이 다소 도드라지고 여성 소비자에게 인기 있는 제품이다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040760-%EB%91%90%EC%9C%A0%EB%85%B8_main.jpg
156,딸링,딸링,"떡볶이, 매운 닭발, 불닭볶음면 등 매콤한 안주와도 잘 어울리며, 딸링의 달콤한 딸기향과 탄산감이 매운맛을 부드럽게 완화시켜준다.",2,3,4,2,5.5,탁주,,650ml,6000,"정제수, 쌀(국내산), 딸기(나주산), 올리고당, 누룩, 아스파탐, 조제종국, 효모","딸링은 전라남도 나주시에 위치한 다도참주가에서 생산하는 딸기 막걸리로, 알코올 도수는 5.5도이며 650ml 용량으로 제공된다. 이 술은 약 3%의 딸기 원료를 함유하고 있어 마치 딸기 주스를 연상시키는 생동감 있는 딸기 향과 맛을 제공한다. 가벼운 목넘김과 산뜻한 산미가 특징이며, 매콤한 음식과 잘 어울려 다양한 안주와 함께 즐기기에 적합하다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743375-%EB%94%B8%EB%A7%81_main.png
157,라봉,라봉,"라봉은 시트러스 향과 산뜻한 산미로 느끼한 음식과 잘 어울리기 때문에 파파로니 피자, 짜장면, 크림파스타, 떡볶이와의 조화가 뛰어나다.",3,3,4,2,5.5,탁주,"과일류, 선물, 이색전통주, 저도수",650ml,6000,"정제수, 쌀(국내산), 한라봉(나주산), 올리고당, 누룩, 아스파탐, 조제종국, 효모","라봉은 전라남도 나주에 위치한 다도참주가에서 생산된 막걸리로 한라봉과 귤 향이 어우러진 상큼한 맛이 특징이다. 알코올 도수는 5.5도이며, 단맛과 신맛의 균형이 잘 맞고, 부드러운 목넘김을 제공한다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743359-%EB%9D%BC%EB%B4%89_main.png
158,라이스퐁당 13,라이스퐁당13,힘든 하루를 보내고 나서 약재를 넣고 푹 달인 삼계탕과 함께하면 보약이 따로 없을 듯 하다.,3,2,1,3,13,약주,,500ml,15000,"찹쌀(국내산), 누룩, 정제수(음양곽, 감초)","라이스퐁당은 부산에서 재배한 찹쌀로 만든 수제 약주이다. 라이스퐁당은 쌀과 누룩, 그리고 물만으로 빚은 순수 발효주이다. 음양곽과 감초를 우린 물로 빚어 저온 숙성발효과정을 거치면 찹쌀의 단맛과 풍미 그리고 약재가 첨가되어 기품 있는 약주의 맛을 느낄 수 있다. '퐁당'은 프랑스어로 '달라'라는 뜻으로 은은한 단맛을 자아내어 라이스퐁당이라 이름지었다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040757-%EB%9D%BC%EC%9D%B4%EC%8A%A4%ED%90%81%EB%8B%B9%2013_main.jpg
159,라이스퐁당 17,라이스퐁당17,진한 양념으로 만든 닭볶음탕이 제격이다.,3,3,1,4,17,약주,,500ml,18000,"찹쌀(국내산), 누룩, 정제수(음양곽, 감초)","라이스퐁당은 부산에서 재배한 찹쌀로 만든 수제 약주이다. 라이스퐁당은 쌀과 누룩, 그리고 물만으로 빚은 순수 발효주이다. 음양곽과 감초를 우린 물로 빚어 저온 숙성발효과정을 거치면 찹쌀의 단맛과 풍미 그리고 약재가 첨가되어 기품 있는 약주의 맛을 느낄 수 있다. '퐁당'은 프랑스어로 '달라'라는 뜻으로 은은한 단맛을 자아내어 라이스퐁당이라 이름지었다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040756-%EB%9D%BC%EC%9D%B4%EC%8A%A4%ED%90%81%EB%8B%B9%2017_main.jpg
160,레돔 내추럴 스파클링 로제와인,레돔내추럴스파클링로제와인,"식전주로도 좋지만, 단맛이 과하지 않아 식중주로도 충분히 쓰일 수 있다.",3,3,4,2,7.5,과실주,저도수,750ml,38000,포도(99.99%),"레돔 내추럴 스파클링 로제와인'은 프랑스 농부가 한국 포도로 만든 와인이다. 내추럴 로제, 말 그대로 가벼운 분홍빛 와인이다. 여기에 천연 발효된 버블이 들어간 것이 스파클링한 맛을 전해준다. 레드와인의 묵직함과는 달리 알코올 도수가 7.5%로 비교적 낮아 신선하고 심플한 맛이 나서 가볍게 마실 수 있는 제품이다. 프랑스 농가의 전통발효기법으로 만들고 여타의 식품 첨가물을 넣지 않은 자연주의 와인이다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804437-%EB%A0%88%EB%8F%94%20%EB%82%B4%EC%B6%94%EB%9F%B4%20%EC%8A%A4%ED%8C%8C%ED%81%B4%EB%A7%81%20%EB%A1%9C%EC%A0%9C%EC%99%80%EC%9D%B8_main.jpg
161,레돔 시드르,레돔시드르,천연 탄산이 주는 부드러운 탄산에 사과 껍질에서 느껴지는 누룩향 느껴지는 것이 우리 사과 와인에서는 느끼지 못하는 독특함이 있다.,3,3,4,2,6,과실주,"저도수, 파티",750ml,32000,사과(100%),레돔 시드르'는 프랑스 농부가 한국 사과로 만든 사과 와인이다. 시드르란 사과를 착즙하여 발효해 천연가스를 발생하게 하는 샴페인 스타일의 사과 와인이다. 포도가 생산되지 않는 영국과 프랑스 북부에서 만들어져 대중화된 낮은 알코올 도수의 사과술로 프랑스 농가의 전통발효기법으로 만들고 여타의 식품 첨가물을 넣지 않은 자연주의 사과술이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804436-%EB%A0%88%EB%8F%94%20%EC%8B%9C%EB%93%9C%EB%A5%B4_main.jpg
162,려(驪)고구마증류소주 25도,려고구마증류소주25도,생굴과 잘 어울린다.,0,0,0,0,25,증류식소주,,500ml,35000,고구마(여주산 100%),버림과 기다림으로 완성한 고급 고구마 증류소주 '려(驪)고구마증류소주 25도'는 100% 여주산 고구마의 향긋함이 상압증류와 옹기숙성으로 더 깊고 풍부한 풍미를 자랑하고 부드러운 목 넘김이 매력적인 고급 증류소주이다. '려(驪)고구마증류소주 25도'는 깊고 풍부함을 조금 쉽게 즐길 수 있는 알코올 도수의 제품이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3583674-%EB%A0%A4%EA%B3%A0%EA%B5%AC%EB%A7%88%EC%A6%9D%EB%A5%98%EC%86%8C%EC%A3%BC%2025%EB%8F%84_main.jpg
163,려(驪)고구마증류소주 40도,려고구마증류소주40도,활어회와 아주 잘 어울린다.,0,0,0,0,40,증류식소주,,375ml,35000,고구마(여주산 100%),버림과 기다림으로 완성한 고급 고구마 증류소주 '려(驪)고구마증류소주 40도'는 100% 여주산 고구마의 향긋함이 상압증류와 옹기숙성으로 더 깊고 풍부한 풍미를 자랑하고 부드러운 목 넘김이 매력적인 고급 증류소주이다. '려(驪)고구마증류소주 40도'는 깊고 풍부함을 제대로 즐길 수 있는 알코올 도수의 제품이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3583675-%EB%A0%A4%EA%B3%A0%EA%B5%AC%EB%A7%88%EC%A6%9D%EB%A5%98%EC%86%8C%EC%A3%BC%2040%EB%8F%84_main.jpg
164,려(驪)증류소주 25도,려증류소주25도,양념이 과하지 않은 음식과 잘 어울린다.,0,0,0,0,25,증류식소주,,375ml / 500ml,30000,"고구마(여주산 100%), 쌀(여주산 100%)",개성과 조화로 가치를 담은 '려(驪)증류소주 25도'는 여주의 자연에서 잘 자란 최고급의 고구마와 쌀로 빚어 상압증류를 통한 고구마 소주의 향긋한 향과 감압증류한 쌀소주의 감칠맛을 최적의 황금비율로 혼합하여 기존 증류소주와는 다른 가치를 담았다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3583673-%EB%A0%A4%EC%A6%9D%EB%A5%98%EC%86%8C%EC%A3%BC%2025%EB%8F%84_main.jpg
165,로얄 안동소주 18년,로얄안동소주18년,굴 요리가 생각난다.,0,0,0,0,45,증류식소주,,600ml,72000,"국내산 쌀, 입국",로얄 안동소주'는 100% 국내산 쌀과 안동 고지대의 천연 암반수를 사용하여 감압증류와 냉동여과 등의 현대적인 공정을 거쳐 만들어진 45% 증류 원액만으로 제조한 제품이다. 특이한 점은 안동소주를 생산하는 타 브랜드와는 달리 프리미엄 제품에 한하여 해외 유명 위스키나 꼬냑처럼 장기숙성을 거친다는 점인데 2017년 들어서 '로얄 안동소주'는 18년째 장기숙성한 프리미엄 제품이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595311-%EB%A1%9C%EC%96%84%20%EC%95%88%EB%8F%99%EC%86%8C%EC%A3%BC%2018%EB%85%84_main.jpg
166,르깔롱,르깔롱,특별한 안주보다는 열대과일과 아주 잘 어울린다.,0,0,0,0,16,리큐르,,500ml,35000,"정제수, 주정, 고과당, 죽력, 메론후레바, 레이지라임, 코코넛향, 윌튼스카이아이싱칼라","르깔롱은 추성주로 22대 대한민국 식명인에 지정된 양대수 명인이 출시한 젊은감각의 전통주이다. 담양대나무죽력과 멜론, 코코넛향 등 첨가물들의 어울림으로 다양한 맛과 향이 있는 조화로운 리큐르주이다. 오렌지주스나 에너지음료 등으로 다양한 칵테일을 만들 수 있는 메인주류로써 풍부한 향과 풍미가 있는 술이다. 국내 클럽에서 주로 판매되는 수입주류를 대체할 수 있는 최초의 클럽용 전통주로써 위축된 전통주 시장을 활성화 시킬수 있는 발판을 마련했다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040749-%EB%A5%B4%EA%B9%94%EB%A1%B1_main.jpg
167,마셔블랑,마셔블랑,맛과 향을 방해하지 않는 가벼운 샐러드와 즐기면 이 술의 매력을 더욱 잘 느낄 것이다.,3,3,3,2,12,일반증류주,"파티, 홈술",750ml,20000,"감귤과즙(한라봉), 백설탕, 액상효모, 무수아황산","마셔블랑'은 제주산 한라봉을 착즙하여 만든 제주 특산 화이트와인이다. 향긋한 한라봉의 향과 달콤한 맛, 그리고 드라이한 끝 맛이 특징이다. 원료와 효모는 제조사에서 생산하는 '혼디주'와 동일하나 한라봉을 착즙하여 첨가하여 싱그러움을 더한 제품이다. 저온 장기 발효와 숙성공법으로 만들어져 달콤하고 부드러운 맛과 한라봉 특유의 청량한 느낌의 향이 풍부하다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804516-%EB%A7%88%EC%85%94%EB%B8%94%EB%9E%91_main.jpg
168,마주 소곡주,마주소곡주,맛이 강한 음식과 함께 먹으면 이 술의 맛을 잘 못 느낄 수 있기 때문에 가급적 담백한 산채 요리 등이 잘 어울린다.,4,3,2,4,16,약주,명절,500ml,17000,"찹쌀(국내산), 백미(국내산), 모싯잎, 우리밀 누룩, 정제수, 효모",마주 소곡주'는 국내산 찹쌀과 누룩을 주원료로 빚은 오랜 전통과 역사를 자랑하는 전통주이다. 직접 재배한 찹쌀과 모싯잎 등 재료와 우리밀 누룩을 사용하여 빚어낸 술이다. 강한 첫 맛과 함께 깔끔한 뒷맛을 가지고 있으며 고급 원료를 사용하기 때문에 그 맛과 향이 뛰어나다. 술 맛이 뛰어나 한번 앉아서 마시기 시작하면 일어날 줄 모른다 하여 '앉은뱅이술'이라는 별칭도 가지고 있다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040755-%EB%A7%88%EC%A3%BC%20%EC%86%8C%EA%B3%A1%EC%A3%BC_main.jpg
169,마주 소곡화주,마주소곡화주,"서천에서 만들어지는 술인 만큼 서천의 명물인 아귀찜 등이 잘 어울리며, 얼음이나 차가운 탄산수를 넣어 즐기는 것도 추천해 본다.",0,0,0,0,41,일반증류주,선물,500ml,25000,"찹쌀(국내산), 백미(국내산), 모싯잎, 우리밀 누룩, 정제수, 홍고추",마주 소곡화주'는 국내산 찹쌀과 누룩을 주원료로 빚은 소곡주를 동(銅) 증류기를 이용하여 상압식으로 정성스럽게 증류하여 숙성시킨 증류주다. 높은 도수에 비하여 부드럽고 깔끔한 목 넘김이 일품이며 은은한 누룩향이 매력 있다. 직접 재배한 찹쌀과 모싯잎 등 재료와 우리밀 누룩을 사용하여 빚어낸 술이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040718-%EB%A7%88%EC%A3%BC%20%EC%86%8C%EA%B3%A1%ED%99%94%EC%A3%BC_main.jpg
170,막시모40,막시모40,양념 불고기와 잘 어울린다.,0,0,0,0,40,일반증류주,,500ml,49000,"오미자(국내산)증류원액, 오미자(국내산)원액, 정제수","막시모40'은 경북 예천의 친환경 오미자를 원료로 국세청으로부터 이전 받은 특허공법과 농업회사법인(주)착한농부의 주류 생산 역량이 결합하여 탄생한 프리미엄 오미자 증류주이다. 맑고 투명한 주황 빛깔에 오미자 특유의 오묘하고 상큼한 향, 그리고 오미자의 다섯 가지 맛을 느낄 수 있는 제품이다. 다수의 주류품평회에서 수상하여 맛과 품질을 인정 받았다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5804485-%EB%A7%89%EC%8B%9C%EB%AA%A840_main.jpg
171,만강에 비친 달,만강에비친달,찌개류와 잘 어울린다.,2,3,3,3,10,탁주,선물,500ml,17000,"쌀(국내산), 정제수, 단호박(국내산), 밀누룩","만강에 비친 달'은 이름 그대로 만개의 강에 달이 비친다는 의미를 가지고 있다. 만강은 사랑과 자비가 온 누리의 모든 사람들에게 펼쳐진다는 개념을 형상화 한 것인데, 우리의 전통주도 이렇게 많은 이들이 누릴 수 있기를 바라는 의미를 내포하고 있다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551533-%EB%A7%8C%EA%B0%95%EC%97%90%20%EB%B9%84%EC%B9%9C%20%EB%8B%AC_main.jpg
172,맑은 문희주,맑은문희주,봄에 나는 나물 무침과 잘 어울린다.,3,1,1,4,13,약주,"무감미료, 선물, 파티, 혼술, 홈술",750ml,36000,"유기농찹쌀 (국산), 멥쌀 (국산), 전통누룩 (우리 밀), 정제수",맑은술 문희주는 묵직하고 짙은 맛의 탁주를 자연침전과 오랜 숙성의 기다림으로 맑게 걸러낸 부드럽고 깊은 맛의 술이다. 13%의 도수로 목 넘김이 부드럽고 깔끔한 맛이 일품.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551578-%EB%A7%91%EC%9D%80%20%EB%AC%B8%ED%9D%AC%EC%A3%BC_main.jpg
