,index,alcoholName,sweetness,sourness,freshness,body,degree,sparkling,alcoholType,keyword,volume,price,manufacturer,ingredients,foodPairing,imageURL,detailPageUrl,docId
532,532,희양산막걸리 9%,2.0,3.0,2.0,3,,0.0,,신맛  바디감  담백   탁주 쌀  무감미료,,,,,같은 양조장의 15% 막걸리가 식사와 함께 하기 좋은 술이라면 이 술은 열심히 일 한 후에 고기류와 편하게 마실 수 있는 술이다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040716-%ED%9D%AC%EC%96%91%EC%82%B0%EB%A7%89%EA%B1%B8%EB%A6%AC%209_main.jpg,https://terms.naver.com/entry.naver?docId=6040716&cid=58637&categoryId=58657,6040716
533,533,가평 잣 막걸리,,,,,,,,,,,,,반찬으로 나오는 우리음식과 모두 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551492-%EA%B0%80%ED%8F%89%20%EC%9E%A3%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=3551492&cid=58637&categoryId=58651,3551492
534,534,가평소주,,,,,,,,,,,,,중식이나 모둠 전과 같이 기름진 음식이나 매콤한 매운탕과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743424-%EA%B0%80%ED%8F%89%EC%86%8C%EC%A3%BC_main.png,https://terms.naver.com/entry.naver?docId=6743424&cid=58637&categoryId=58651,6743424
535,535,감아락 25도,,,,,,,,,,,,,견과류와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595273-%EA%B0%90%EC%95%84%EB%9D%BD%2025%EB%8F%84_main.jpg,https://terms.naver.com/entry.naver?docId=3595273&cid=58637&categoryId=58651,3595273
536,536,감홍로,,,,,,,,,,,,,,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5687178-%EA%B0%90%ED%99%8D%EB%A1%9C_main.jpg,https://terms.naver.com/entry.naver?docId=5687178&cid=58637&categoryId=58651,5687178
537,537,강경순명인 제주 오메기술,,,,,,,,,,,,,함께 먹기 좋은 음식으로는 몸국이 있다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743403-%EA%B0%95%EA%B2%BD%EC%88%9C%EB%AA%85%EC%9D%B8%20%EC%A0%9C%EC%A3%BC%20%EC%98%A4%EB%A9%94%EA%B8%B0%EC%88%A0_main.png,https://terms.naver.com/entry.naver?docId=6743403&cid=58637&categoryId=58659,6743403
538,538,강원 지역 술,,,,,,,,,,,,,,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5701768-%EA%B0%95%EC%9B%90%20%EC%A7%80%EC%97%AD%20%EC%88%A0_main.jpg,https://terms.naver.com/entry.naver?docId=5701768&cid=58637&categoryId=58652,5701768
539,539,겨울소주 45,,,,,,,,,,,,,높은 도수로 인해 온더락이나 토닉워터를 섞어 마셔도 그 풍미를 즐길 수 있다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743362-%EA%B2%A8%EC%9A%B8%EC%86%8C%EC%A3%BC%2045_main.png,https://terms.naver.com/entry.naver?docId=6743362&cid=58637&categoryId=58654,6743362
540,540,경산대추약주 추,,,,,,,,,,,,,"오래 끓여 감칠맛이 풍부한 소고기 조림과 잘 어울리며, 견과류가 들어간 얇게 썬 빵에 트러플꿀, 세라노햄, 치즈와도 조화롭게 즐길 수 있다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743368-%EA%B2%BD%EC%82%B0%EB%8C%80%EC%B6%94%EC%95%BD%EC%A3%BC%20%EC%B6%94_main.jpg,https://terms.naver.com/entry.naver?docId=6743368&cid=58637&categoryId=58657,6743368
541,541,경상 · 대구 · 부산 · 울산 지역 술,,,,,,,,,,,,,,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5701763-%EA%B2%BD%EC%83%81%20%20%EB%8C%80%EA%B5%AC%20%20%EB%B6%80%EC%82%B0%20%20%EC%9A%B8%EC%82%B0%20%EC%A7%80%EC%97%AD%20%EC%88%A0_main.jpg,https://terms.naver.com/entry.naver?docId=5701763&cid=58637&categoryId=58657,5701763
542,542,계룡백일주 16도,,,,,,,,,,,,,명란젓과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595221-%EA%B3%84%EB%A3%A1%EB%B0%B1%EC%9D%BC%EC%A3%BC%2016%EB%8F%84_main.jpg,https://terms.naver.com/entry.naver?docId=3595221&cid=58637&categoryId=58654,3595221
543,543,계룡백일주 30도,,,,,,,,,,,,,호두말이곶감처럼 담백한 안주에 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595222-%EA%B3%84%EB%A3%A1%EB%B0%B1%EC%9D%BC%EC%A3%BC%2030%EB%8F%84_main.jpg,https://terms.naver.com/entry.naver?docId=3595222&cid=58637&categoryId=58654,3595222
544,544,계룡백일주 40도,,,,,,,,,,,,,"페어링 음식으로는 쪽갈비(참숯에 구워 간수 뺀 굵은 소금), 등심구이, 삼겹살 등과 잘 어울린다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595223-%EA%B3%84%EB%A3%A1%EB%B0%B1%EC%9D%BC%EC%A3%BC%2040%EB%8F%84_main.jpg,https://terms.naver.com/entry.naver?docId=3595223&cid=58637&categoryId=58654,3595223
545,545,고소리술 40,,,,,,,,,,,,,생선회와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551508-%EA%B3%A0%EC%86%8C%EB%A6%AC%EC%88%A0%2040_main.jpg,https://terms.naver.com/entry.naver?docId=3551508&cid=58637&categoryId=58659,3551508
546,546,고흥유자주12,,,,,,,,,,,,,기름진 생선보다는 깔끔한 맛을 가진 음식과 페어링이 좋다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743392-%EA%B3%A0%ED%9D%A5%EC%9C%A0%EC%9E%90%EC%A3%BC12_main.jpg,https://terms.naver.com/entry.naver?docId=6743392&cid=58637&categoryId=58656,6743392
547,547,구기홍주 360,,,,,,,,,,,,,"멘보샤, 에그 샌드위치, 오리구이, 더덕구이와도 좋은 페어링이 된다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743361-%EA%B5%AC%EA%B8%B0%ED%99%8D%EC%A3%BC%20360_main.jpg,https://terms.naver.com/entry.naver?docId=6743361&cid=58637&categoryId=58654,6743361
548,548,궁중술 왕주,,,,,,,,,,,,,"중간 정도의 바디감과 적당한 당도를 갖고 있어 간장이나 된장 베이스의 조림이나 지짐, 국물이 약간 있는 닭찜과 좋은 조화를 이룬다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743367-%EA%B6%81%EC%A4%91%EC%88%A0%20%EC%99%95%EC%A3%BC_main.png,https://terms.naver.com/entry.naver?docId=6743367&cid=58637&categoryId=58654,6743367
549,549,금산인삼주 수삼단본 720ml 23도,,,,,,,,,,,,,역시 인삼주는 삼계탕과 함께 해야 제 맛이 난다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595232-%EA%B8%88%EC%82%B0%EC%9D%B8%EC%82%BC%EC%A3%BC%20%EC%88%98%EC%82%BC%EB%8B%A8%EB%B3%B8%20720ml%2023%EB%8F%84_main.jpg,https://terms.naver.com/entry.naver?docId=3595232&cid=58637&categoryId=58654,3595232
550,550,금산인삼주 수삼단본 720ml 43도,,,,,,,,,,,,,오리 백숙과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595231-%EA%B8%88%EC%82%B0%EC%9D%B8%EC%82%BC%EC%A3%BC%20%EC%88%98%EC%82%BC%EB%8B%A8%EB%B3%B8%20720ml%2043%EB%8F%84_main.jpg,https://terms.naver.com/entry.naver?docId=3595231&cid=58637&categoryId=58654,3595231
551,551,김천 과하주 16도,,,,,,,,,,,,,스테이크 등과 함께 하면 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595237-%EA%B9%80%EC%B2%9C%20%EA%B3%BC%ED%95%98%EC%A3%BC%2016%EB%8F%84_main.jpg,https://terms.naver.com/entry.naver?docId=3595237&cid=58637&categoryId=58657,3595237
552,552,김천 과하주 23도,,,,,,,,,,,,,매운탕과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595236-%EA%B9%80%EC%B2%9C%20%EA%B3%BC%ED%95%98%EC%A3%BC%2023%EB%8F%84_main.jpg,https://terms.naver.com/entry.naver?docId=3595236&cid=58637&categoryId=58657,3595236
553,553,김포약주 PET,,,,,,,,,,,,,닭백숙 등 양념되지 않은 고기류와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681227-%EA%B9%80%ED%8F%AC%EC%95%BD%EC%A3%BC%20PET_main.jpg,https://terms.naver.com/entry.naver?docId=5681227&cid=58637&categoryId=58651,5681227
554,554,김포약주 유리병,,,,,,,,,,,,,닭백숙 등 양념되지 않은 고기류와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681228-%EA%B9%80%ED%8F%AC%EC%95%BD%EC%A3%BC%20%EC%9C%A0%EB%A6%AC%EB%B3%91_main.jpg,https://terms.naver.com/entry.naver?docId=5681228&cid=58637&categoryId=58651,5681228
555,555,김포예주 프리미엄,,,,,,,,,,,,,불고기와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681225-%EA%B9%80%ED%8F%AC%EC%98%88%EC%A3%BC%20%ED%94%84%EB%A6%AC%EB%AF%B8%EC%97%84_main.jpg,https://terms.naver.com/entry.naver?docId=5681225&cid=58637&categoryId=58651,5681225
556,556,끌로너와 스위트,,,,,,,,,,,,,"채끝살 스테이크, 치즈 피자, 풍기 파스타, 랍스터 구이와의 페어링이 좋다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743420-%EB%81%8C%EB%A1%9C%EB%84%88%EC%99%80%20%EC%8A%A4%EC%9C%84%ED%8A%B8_main.jpg,https://terms.naver.com/entry.naver?docId=6743420&cid=58637&categoryId=58652,6743420
557,557,나루 생막걸리,,,,,,,,,,,,,단맛이 있는 음식보다는 기름진 고기류 그리고 매콤한 음식과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743412-%EB%82%98%EB%A3%A8%20%EC%83%9D%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=6743412&cid=58637&categoryId=58644,6743412
558,558,남도가양주 찰진,,,,,,,,,,,,,수산물이 유명한 목포에서 생산하는 막걸리인만큼 생선회와도 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743385-%EB%82%A8%EB%8F%84%EA%B0%80%EC%96%91%EC%A3%BC%20%EC%B0%B0%EC%A7%84_main.png,https://terms.naver.com/entry.naver?docId=6743385&cid=58637&categoryId=58656,6743385
559,559,내장산 복분자주 지통1호,,,,,,,,,,,,,소고기와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551527-%EB%82%B4%EC%9E%A5%EC%82%B0%20%EB%B3%B5%EB%B6%84%EC%9E%90%EC%A3%BC%20%EC%A7%80%ED%86%B51%ED%98%B8_main.jpg,https://terms.naver.com/entry.naver?docId=3551527&cid=58637&categoryId=58655,3551527
560,560,너디호프 사워,,,,,,,,,,,,,양념을 하지 않은 고기구이에 곁들여도 너디호프 사워가 지닌 바질향과 잘 어우러진다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743384-%EB%84%88%EB%94%94%ED%98%B8%ED%94%84%20%EC%82%AC%EC%9B%8C_main.png,https://terms.naver.com/entry.naver?docId=6743384&cid=58637&categoryId=58651,6743384
561,561,녹천 소곡화주 480ml,,,,,,,,,,,,,전골류와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595241-%EB%85%B9%EC%B2%9C%20%EC%86%8C%EA%B3%A1%ED%99%94%EC%A3%BC%20480ml_main.JPG,https://terms.naver.com/entry.naver?docId=3595241&cid=58637&categoryId=58654,3595241
562,562,녹천 소곡화주 500ml,,,,,,,,,,,,,전골류와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595242-%EB%85%B9%EC%B2%9C%20%EC%86%8C%EA%B3%A1%ED%99%94%EC%A3%BC%20500ml_main.JPG,https://terms.naver.com/entry.naver?docId=3595242&cid=58637&categoryId=58654,3595242
563,563,느낌 19.8,,,,,,,,,,,,,양념이 된 고기류와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040747-%EB%8A%90%EB%82%8C%20198_main.jpg,https://terms.naver.com/entry.naver?docId=6040747&cid=58637&categoryId=58657,6040747
564,564,느낌 30,,,,,,,,,,,,,석쇠 불고기와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6040746-%EB%8A%90%EB%82%8C%2030_main.jpg,https://terms.naver.com/entry.naver?docId=6040746&cid=58637&categoryId=58657,6040746
565,565,다랭이팜 생 막걸리 (7분도현미),,,,,,,,,,,,,반주로 적합하다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551550-%EB%8B%A4%EB%9E%AD%EC%9D%B4%ED%8C%9C%20%EC%83%9D%20%EB%A7%89%EA%B1%B8%EB%A6%AC%207%EB%B6%84%EB%8F%84%ED%98%84%EB%AF%B8_main.jpg,https://terms.naver.com/entry.naver?docId=3551550&cid=58637&categoryId=58658,3551550
566,566,달1614SWEET,,,,,,,,,,,,,"스테이크, 장어구이, 간장소스 치킨, 홍어 회와 잘 어울린다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743372-%EB%8B%AC1614SWEET_main.png,https://terms.naver.com/entry.naver?docId=6743372&cid=58637&categoryId=58655,6743372
567,567,담향 대대포 블루,,,,,,,,,,,,,"모듬전, 보쌈, 수육, 나물류 등과 잘 어울린다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6036284-%EB%8B%B4%ED%96%A5%20%EB%8C%80%EB%8C%80%ED%8F%AC%20%EB%B8%94%EB%A3%A8_main.jpg,https://terms.naver.com/entry.naver?docId=6036284&cid=58637&categoryId=58656,6036284
568,568,독수리 막걸리,,,,,,,,,,,,,탄산이 없는 부드러운 맛이기 때문에 매콤한 떡볶이나 볶음요리에도 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743419-%EB%8F%85%EC%88%98%EB%A6%AC%20%EB%A7%89%EA%B1%B8%EB%A6%AC_main.jpg,https://terms.naver.com/entry.naver?docId=6743419&cid=58637&categoryId=58648,6743419
569,569,동구래,,,,,,,,,,,,,"동구래의 은은한 산미와 감칠맛은 해산물 요리와 어울리고, 동구래의 드라이한 맛은 기름진 풍미의 구이요리와 어울린다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743408-%EB%8F%99%EA%B5%AC%EB%9E%98_main.png,https://terms.naver.com/entry.naver?docId=6743408&cid=58637&categoryId=58652,6743408
570,570,두두물물 약주,,,,,,,,,,,,,깔끔한 맛을 지녔기 때문에 생선회와도 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743360-%EB%91%90%EB%91%90%EB%AC%BC%EB%AC%BC%20%EC%95%BD%EC%A3%BC_main.png,https://terms.naver.com/entry.naver?docId=6743360&cid=58637&categoryId=58651,6743360
571,571,두레앙,,,,,,,,,,,,,,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5687158-%EB%91%90%EB%A0%88%EC%95%99_main.jpg,https://terms.naver.com/entry.naver?docId=5687158&cid=58637&categoryId=58654,5687158
572,572,두레앙일반증류주,,,,,,,,,,,,,"안심 스테이크, 월남쌈, 고추전, 달걀말이, 탕수육 등과 함께해도 좋다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743417-%EB%91%90%EB%A0%88%EC%95%99%EC%9D%BC%EB%B0%98%EC%A6%9D%EB%A5%98%EC%A3%BC_main.png,https://terms.naver.com/entry.naver?docId=6743417&cid=58637&categoryId=58654,6743417
573,573,딸링,,,,,,,,,,,,,"또한, 떡볶이, 매운 닭발, 불닭볶음면 등 매콤한 안주와도 잘 어울리며, 딸링의 달콤한 딸기향과 탄산감이 매운맛을 부드럽게 완화시켜준다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743375-%EB%94%B8%EB%A7%81_main.png,https://terms.naver.com/entry.naver?docId=6743375&cid=58637&categoryId=58656,6743375
574,574,라봉,,,,,,,,,,,,,"라봉은 시트러스 향과 산뜻한 산미로 느끼한 음식과 잘 어울리기 때문에 파파로니 피자, 짜장면, 크림파스타, 떡볶이와의 조화가 뛰어나다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743359-%EB%9D%BC%EB%B4%89_main.png,https://terms.naver.com/entry.naver?docId=6743359&cid=58637&categoryId=58656,6743359
575,575,려(驪)고구마증류소주 25도,,,,,,,,,,,,,,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3583674-%EB%A0%A4%EA%B3%A0%EA%B5%AC%EB%A7%88%EC%A6%9D%EB%A5%98%EC%86%8C%EC%A3%BC%2025%EB%8F%84_main.jpg,https://terms.naver.com/entry.naver?docId=3583674&cid=58637&categoryId=58651,3583674
576,576,려(驪)고구마증류소주 40도,,,,,,,,,,,,,,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3583675-%EB%A0%A4%EA%B3%A0%EA%B5%AC%EB%A7%88%EC%A6%9D%EB%A5%98%EC%86%8C%EC%A3%BC%2040%EB%8F%84_main.jpg,https://terms.naver.com/entry.naver?docId=3583675&cid=58637&categoryId=58651,3583675
577,577,려(驪)증류소주 25도,,,,,,,,,,,,,,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3583673-%EB%A0%A4%EC%A6%9D%EB%A5%98%EC%86%8C%EC%A3%BC%2025%EB%8F%84_main.jpg,https://terms.naver.com/entry.naver?docId=3583673&cid=58637&categoryId=58651,3583673
578,578,매료막걸리ver.1,,,,,,,,,,,,,"신선한 요거트 향이 매력적인 막걸리이기 때문에 매운 음식, 부산의 낙곱새, 연어 샐러드, 과일 등과 함께 먹어도 좋다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743422-%EB%A7%A4%EB%A3%8C%EB%A7%89%EA%B1%B8%EB%A6%ACver1_main.png,https://terms.naver.com/entry.naver?docId=6743422&cid=58637&categoryId=58645,6743422
579,579,매실와인 에델 스위트,,,,,,,,,,,,,"또한 미지근해지면 산미, 탄닌, 당도 등 모든 맛들이 표출되기에 8도에서 15도정도의 시원한 맛으로 즐기는 것을 추천한다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743391-%EB%A7%A4%EC%8B%A4%EC%99%80%EC%9D%B8%20%EC%97%90%EB%8D%B8%20%EC%8A%A4%EC%9C%84%ED%8A%B8_main.png,https://terms.naver.com/entry.naver?docId=6743391&cid=58637&categoryId=58653,6743391
580,580,매실원주 15도,,,,,,,,,,,,,양념된 고기류와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595250-%EB%A7%A4%EC%8B%A4%EC%9B%90%EC%A3%BC%2015%EB%8F%84_main.jpg,https://terms.naver.com/entry.naver?docId=3595250&cid=58637&categoryId=58644,3595250
581,581,매아랑,,,,,,,,,,,,,,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5687160-%EB%A7%A4%EC%95%84%EB%9E%91_main.jpg,https://terms.naver.com/entry.naver?docId=5687160&cid=58637&categoryId=58658,5687160
582,582,면천두견주 360,,,,,,,,,,,,,진달래 화전이나 은행구이 등 담백한 음식과 곁들이면 좋다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681212-%EB%A9%B4%EC%B2%9C%EB%91%90%EA%B2%AC%EC%A3%BC%20360_main.jpg,https://terms.naver.com/entry.naver?docId=5681212&cid=58637&categoryId=58654,5681212
583,583,면천두견주 700,,,,,,,,,,,,,진달래 화전이나 은행구이 등 담백한 음식과 곁들이면 좋다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681211-%EB%A9%B4%EC%B2%9C%EB%91%90%EA%B2%AC%EC%A3%BC%20700_main.jpg,https://terms.naver.com/entry.naver?docId=5681211&cid=58637&categoryId=58654,5681211
584,584,면천두견주 900,,,,,,,,,,,,,진달래 화전이나 은행구이 등 담백한 음식과 곁들이면 좋다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681208-%EB%A9%B4%EC%B2%9C%EB%91%90%EA%B2%AC%EC%A3%BC%20900_main.jpg,https://terms.naver.com/entry.naver?docId=5681208&cid=58637&categoryId=58654,5681208
585,585,명술 375ml,,,,,,,,,,,,,삼계탕과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595329-%EB%AA%85%EC%88%A0%20375ml_main.jpg,https://terms.naver.com/entry.naver?docId=3595329&cid=58637&categoryId=58651,3595329
586,586,명인 안동소주 22도,,,,,,,,,,,,,간고등어 구이와 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595266-%EB%AA%85%EC%9D%B8%20%EC%95%88%EB%8F%99%EC%86%8C%EC%A3%BC%2022%EB%8F%84_main.jpg,https://terms.naver.com/entry.naver?docId=3595266&cid=58637&categoryId=58657,3595266
587,587,모든날에,,,,,,,,,,,,,"이 술은 새우, 문어와 같은 해산물과 잘 어울리며, 허브와 올리브 오일을 곁들여 식초나 레몬으로 맛을 낸 마리네이드 해산물과 함께 즐기면 술의 상큼한 맛이 한층 더 강조된다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743394-%EB%AA%A8%EB%93%A0%EB%82%A0%EC%97%90_main.png,https://terms.naver.com/entry.naver?docId=6743394&cid=58637&categoryId=58652,6743394
588,588,문경바람 백자 25도,,,,,,,,,,,,,"하이볼 형태로 육전, 동태전, 수육 등과 잘 어울린다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681156-%EB%AC%B8%EA%B2%BD%EB%B0%94%EB%9E%8C%20%EB%B0%B1%EC%9E%90%2025%EB%8F%84_main.jpg,https://terms.naver.com/entry.naver?docId=5681156&cid=58637&categoryId=58657,5681156
589,589,문경바람 백자 40도,,,,,,,,,,,,,"딜, 바질과 같은 허브를 곁들인다면 재밌는 경험이 될 것이다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681159-%EB%AC%B8%EA%B2%BD%EB%B0%94%EB%9E%8C%20%EB%B0%B1%EC%9E%90%2040%EB%8F%84_main.jpg,https://terms.naver.com/entry.naver?docId=5681159&cid=58637&categoryId=58657,5681159
590,590,문경바람 오크 40도,,,,,,,,,,,,,"초콜릿, 육포, 문경의 오미자 삼겹살구이, 더덕구이, 송이버섯구이 및 전골 등 추천.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5681158-%EB%AC%B8%EA%B2%BD%EB%B0%94%EB%9E%8C%20%EC%98%A4%ED%81%AC%2040%EB%8F%84_main.jpg,https://terms.naver.com/entry.naver?docId=5681158&cid=58637&categoryId=58657,5681158
591,591,문배술,,,,,,,,,,,,,,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5687182-%EB%AC%B8%EB%B0%B0%EC%88%A0_main.jpg,https://terms.naver.com/entry.naver?docId=5687182&cid=58637&categoryId=58651,5687182
592,592,문배술 용상,,,,,,,,,,,,,"차갑게 식힌 제육, 매콤한 홍어무침, 대창 순대와도 좋은 궁합을 자랑하며, 복합적인 재료와 향이 어우러진 요리와의 조화가 탁월하다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743369-%EB%AC%B8%EB%B0%B0%EC%88%A0%20%EC%9A%A9%EC%83%81_main.jpg,https://terms.naver.com/entry.naver?docId=6743369&cid=58637&categoryId=58651,6743369
593,593,문배술 헤리티지 23도,,,,,,,,,,,,,복지리 등과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595267-%EB%AC%B8%EB%B0%B0%EC%88%A0%20%ED%97%A4%EB%A6%AC%ED%8B%B0%EC%A7%80%2023%EB%8F%84_main.JPG,https://terms.naver.com/entry.naver?docId=3595267&cid=58637&categoryId=58651,3595267
594,594,문배술 헤리티지 25도,,,,,,,,,,,,,복지리 등과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595268-%EB%AC%B8%EB%B0%B0%EC%88%A0%20%ED%97%A4%EB%A6%AC%ED%8B%B0%EC%A7%80%2025%EB%8F%84_main.jpg,https://terms.naver.com/entry.naver?docId=3595268&cid=58637&categoryId=58651,3595268
595,595,문배술 헤리티지 40도,,,,,,,,,,,,,활어회와 아주 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3595269-%EB%AC%B8%EB%B0%B0%EC%88%A0%20%ED%97%A4%EB%A6%AC%ED%8B%B0%EC%A7%80%2040%EB%8F%84_main.jpg,https://terms.naver.com/entry.naver?docId=3595269&cid=58637&categoryId=58651,3595269
596,596,문희 (오미자),,,,,,,,,,,,,회무침과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551532-%EB%AC%B8%ED%9D%AC%20%EC%98%A4%EB%AF%B8%EC%9E%90_main.jpg,https://terms.naver.com/entry.naver?docId=3551532&cid=58637&categoryId=58657,3551532
597,597,문희 (햇찹쌀수제전통주) 500ml,,,,,,,,,,,,,도토리 묵과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551554-%EB%AC%B8%ED%9D%AC%20%ED%96%87%EC%B0%B9%EC%8C%80%EC%88%98%EC%A0%9C%EC%A0%84%ED%86%B5%EC%A3%BC%20500ml_main.jpg,https://terms.naver.com/entry.naver?docId=3551554&cid=58637&categoryId=58657,3551554
598,598,문희 (햇찹쌀수제전통주) 700ml,,,,,,,,,,,,,도토리 묵과 잘 어울린다.,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/3551555-%EB%AC%B8%ED%9D%AC%20%ED%96%87%EC%B0%B9%EC%8C%80%EC%88%98%EC%A0%9C%EC%A0%84%ED%86%B5%EC%A3%BC%20700ml_main.jpg,https://terms.naver.com/entry.naver?docId=3551555&cid=58637&categoryId=58657,3551555
599,599,"미라실 울프, 가을의 전설 오텀센스 다래",,,,,,,,,,,,,"송어회, 연어 샐어드, 생선초밥, 두릅무침, 산나물 요리, 두부전, 생선찜, 각종의 묵, 수육, 족발,  오리구이 등의 음식과도 페어링이 좋다.",https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/6743381-%EB%AF%B8%EB%9D%BC%EC%8B%A4%20%EC%9A%B8%ED%94%84%20%EA%B0%80%EC%9D%84%EC%9D%98%20%EC%A0%84%EC%84%A4%20%EC%98%A4%ED%85%80%EC%84%BC%EC%8A%A4%20%EB%8B%A4%EB%9E%98_main.png,https://terms.naver.com/entry.naver?docId=6743381&cid=58637&categoryId=58653,6743381
600,600,미쓰리 유자,,,,,,,,,,,,,,https://capstone-liquor-images.s3.ap-southeast-2.amazonaws.com/images/5687180-%EB%AF%B8%EC%93%B0%EB%A6%AC%20%EC%9C%A0%EC%9E%90_main.jpg,https://terms.naver.com/entry.naver?docId=5687180&cid=58637&categoryId=58651,5687180
